factor_name,available_weeks,coverage_ratio,mean_rank_ic,rank_ic_std,mean_long_short_return,positive_week_ratio,icir,lifecycle_state,smoothed_eot_drift,drift_percentile,historical_icir,recent_icir
liquidity_1m,507,0.9995310979633328,-0.015383466731637107,0.17290372021006764,-8.454846727569611e-05,0.4930966469428008,-0.08897128825769116,Dormant,1.1298114798861416,0.9127725856697819,-0.05232523527809078,0.13343131327805433
momentum_3m,498,1.0,-0.010804959079712526,0.2128985208226346,0.0007768230004012099,0.5441767068273092,-0.050751686944382854,Dormant,-0.68010700456088,0.125,-0.0372595744002918,0.0883501042032097
reversal_1m,506,1.0,0.01544442462037095,0.19684732528361323,-0.0005024201888492753,0.48023715415019763,0.07845890005423731,Dormant,-0.3977550703748354,0.43125,-0.0325965307756169,-0.0105942875410995
turnover_1m,507,0.9953233261594902,0.051503535940709264,0.21748050747723038,0.0016744215764418452,0.5404339250493096,0.23681909030905468,Watch,0.4840725318655968,0.6947040498442367,0.14218126693502983,-0.13373425363944136
volatility_1m,507,1.0,0.03992396129666666,0.21868349562656844,0.0003242754018169104,0.4990138067061144,0.18256504077857894,Watch,0.05903682260446849,0.6012461059190031,0.14878883609045407,-0.14795007342367922
