panel_name,rows,tickers,dates,start_date,end_date,available_date_coverage,future_available_date_violations,industry_pit_safe_ratio,float_cap_coverage,usable_for_formal_multifactor,formal_exclusion_reason,path,status
five_ticker_akshare,12150,5,2430,2016-01-04,2025-12-31,1.0,0,0.0,0.9963786008230453,False,dated PIT-safe industry history is unavailable,/Users/yimingma/Documents/Quant/a_share_multi_factor_project/data/processed/fundamental_panel_akshare_with_market_cap.parquet,available
broad_coverage_expansion,69016,627,120,2016-01-29,2025-12-31,0.9988843166801901,0,0.0,0.9999130636374174,False,dated PIT-safe industry history is unavailable,/Users/yimingma/Documents/Quant/a_share_multi_factor_project/data/processed/coverage_expansion/fundamental_panel_broad.parquet,available
