date,factor_name,ic,rank_ic,n_obs
2016-01-29,lowvol_20d_z,0.02349753384350499,0.14331821254937768,210
2016-01-29,lowturn_20d_z,0.02624432381972465,0.18395935626517818,210
2016-01-29,liquidity_20d_z,-0.03317265956511799,-0.0974816005983871,210
2016-02-29,reversal_20d_z,0.3265707108949363,0.45797250263534844,208
2016-02-29,lowvol_20d_z,-0.3837341655020109,-0.4136966026004164,209
2016-02-29,lowturn_20d_z,-0.42894656212563576,-0.3605653834740455,209
2016-02-29,liquidity_20d_z,-0.08157490064904022,-0.11652982945996801,209
2016-03-31,reversal_20d_z,0.1884552585644236,0.23949859566738296,204
2016-03-31,lowvol_20d_z,0.113622354579213,0.17165569961677293,205
2016-03-31,lowturn_20d_z,0.09083778152422348,0.15315890058395598,205
2016-03-31,liquidity_20d_z,-0.16416573817531974,-0.15187739933309435,205
2016-04-29,mom_60_20d_z,0.04354311588256411,-0.027200667433526924,195
2016-04-29,reversal_20d_z,-0.039888252363853155,-0.027370025772122927,204
2016-04-29,lowvol_20d_z,-0.10803644321628789,0.08896755885444858,205
2016-04-29,lowturn_20d_z,-0.11743940485256216,0.09435125891899238,205
2016-04-29,liquidity_20d_z,-0.0045005510644551844,0.006706989860485983,205
2016-05-31,mom_60_20d_z,0.06908882915265226,0.33352936234829617,208
2016-05-31,reversal_20d_z,-0.23343083761301106,0.10329210280753835,212
2016-05-31,lowvol_20d_z,-0.1902484140308144,-0.2795114742706813,213
2016-05-31,lowturn_20d_z,-0.18482088371981628,-0.2865351182206334,213
2016-05-31,liquidity_20d_z,-0.11491068035643603,0.001600685475864265,213
2016-06-30,mom_60_20d_z,-0.17418504737332433,-0.0850614301238845,210
2016-06-30,reversal_20d_z,0.25076216758901204,0.14904577004068742,212
2016-06-30,lowvol_20d_z,0.48940459694936994,0.4506817504484394,213
2016-06-30,lowturn_20d_z,0.5058216667469664,0.42671989867010207,213
2016-06-30,liquidity_20d_z,-0.3003167651651216,-0.2829984601637975,213
2016-07-29,mom_60_20d_z,-0.13793781633963595,-0.19667584194854826,210
2016-07-29,reversal_20d_z,0.13277386016677162,0.2423451443629325,212
2016-07-29,lowvol_20d_z,0.14006526690235122,0.2965550748732703,213
2016-07-29,lowturn_20d_z,0.05368638077445437,0.16125099538520832,213
2016-07-29,liquidity_20d_z,-0.2002656566911015,-0.1995172479095837,213
2016-08-31,mom_60_20d_z,0.14006339110266572,0.1499195638897109,210
2016-08-31,reversal_20d_z,0.09166533422844891,0.14333275382519867,213
2016-08-31,lowvol_20d_z,0.11946807099063712,0.20507649513276044,213
2016-08-31,lowturn_20d_z,0.15465395089041206,0.22969159721402502,214
2016-08-31,liquidity_20d_z,-0.24917520829165166,-0.2705805427010638,214
