factor_name,mean_rank_ic,std_rank_ic,rank_icir,rank_ic_win_rate,observations
liquidity_20d_z,-0.04885493647515342,0.16776011060615748,-0.2912190287585578,0.36134453781512604,119
lowturn_20d_z,0.03321195828200913,0.2516388290736677,0.1319826451437122,0.5462184873949579,119
lowvol_20d_z,0.023172917798453808,0.2396995003706001,0.09667486900317311,0.5378151260504201,119
mom_60_20d_z,-0.013486637892408056,0.17767304685349883,-0.07590705586046785,0.5086206896551724,116
reversal_20d_z,0.016658879249897923,0.1880419310013592,0.08859130068057804,0.4745762711864407,118
