date,intercept,bp_z,ep_z,sp_z,cfp_z,value_composite_raw_z
2019-03-29,-0.03266173095333133,-0.023834905810449048,-0.0016518859729664052,-0.0018294670031921373,-0.0007839985785885162,0.03529484107620028
2019-04-30,-0.06793948827081071,-0.03336865484011004,0.001635271399579594,-0.048157653014800794,-0.000392545664293373,0.0668516274572977
2019-05-31,0.027035707897308865,-0.025856649230813596,0.01474258270622457,-0.022822503753150158,-0.0008489958553141716,0.028821966106770045
2019-06-28,0.02218532321996354,-0.03202053820504396,-0.009954666325030169,-0.018961672090680465,0.014150341746068093,0.02260927685765191
2019-07-31,0.011594796676615806,-0.05012137846107794,-0.0015711130479290313,-0.009498847665409626,0.018385603213126996,0.02742939231022725
2019-08-30,0.021805133675759696,-0.02901812935306191,-0.006434402414012672,-0.03307800878259829,-0.0010915301375714265,0.05279436360030117
2019-09-30,0.022511487890525785,-0.04473383579863955,-0.0014597654998467172,-0.0458396487867345,0.0031499019588992387,0.07703045967782388
2019-10-31,0.009345947070719974,-0.002471609831868895,0.0007418260737799989,0.020314448815516133,0.006871285270183595,-0.02020016228730751
2019-11-29,0.09218652545120182,0.026426471468595968,0.0048546937043096325,0.050377725062052216,0.005117140967176303,-0.08326036817471162
2019-12-31,0.042373764589927615,-0.020994912846716632,-0.004426471026478298,0.04105444568295396,0.009712050686684504,-0.059607485393694946
2020-01-23,0.03171858055288788,-0.03255724282832832,-0.00773524508741853,0.028465468906391747,0.012290954949668951,-0.03346581185516237
2020-02-28,-0.08462700584415839,-0.027887633705289582,-0.0053150970040115805,-0.11799037928319268,-0.036163223232722905,0.17945762804819151
2020-03-31,0.08495739458610244,-0.02125450525703023,-0.008492193899062578,0.03935309743461912,0.027456529131841212,-0.060291197530513076
2020-04-30,0.008222855439278212,-0.04569066003198447,-0.015549882055482966,-0.009798015462468845,0.014877052316225905,0.0482242991615547
2020-05-29,0.11346118643747272,-0.022724530188952034,0.004649717414501145,0.03188382490729396,0.020848781349506275,-0.044967096858714514
2020-06-30,0.14850258706542643,-0.02926834812047209,-0.003248453524469699,-0.025227048841284884,-0.0052847854018391845,0.03828104242071587
2020-07-31,0.015818960282625166,-0.054878043538950295,-0.0018170727873962464,-0.03768845833181155,-0.009915446596291334,0.09974025349169414
2020-08-31,-0.06172072150906961,0.031652641879245616,-0.000647471741948707,0.023974427454682416,0.01694797844536762,-0.054758985238375246
2020-09-30,0.0072286736201912375,-0.015912456895790517,0.004665174404185304,0.0215030401674215,0.01980652253325936,-0.01468734268857265
2020-10-30,0.055035499199988305,0.06271320368792403,0.0015960382550517544,0.1126029921413632,0.024269717518667532,-0.1510478826230742
2020-11-30,0.015753001631244216,-0.0003563551793559324,0.0017157633710147187,0.06817334553965015,0.0378095485750682,-0.128591186995674
2020-12-31,0.014990898223735196,-0.031156480269380508,0.012734321055288867,0.012959720162485608,0.011272333541520864,-0.028644224412063074
2021-01-29,0.014480196409028357,0.05350061007834894,0.016066754758204866,0.07758328618148727,-0.016749665140807626,-0.081462880404377
2021-02-26,-0.02148688307114061,0.07525767021058082,0.020786850503260585,-0.02503229143635761,-0.007508567230605704,-0.009852966599707118
2021-03-31,0.026677579460613082,-0.05411096489116719,-0.03349083092534834,0.003691415237640739,0.025736126417823364,0.02757995766623579
2021-04-30,0.050998089707998656,-0.09718369051492748,-0.009793534066134712,-0.08542475234051726,0.0014662108165584547,0.14624868359902382
2021-05-31,0.010341116096510047,0.06455237528259074,-0.00490059846496315,0.06636447910706032,0.024770338031677316,-0.13013230762184408
2021-06-30,-0.018891486270745193,0.09315760616183894,-0.007270897580426325,0.10047205739988148,0.027009930051273705,-0.18227894978592016
2021-07-30,0.050470479271117454,-0.07709039140192407,-0.0025235796910816803,-0.06014309555732736,0.009860104311557925,0.13687457357818475
2021-08-31,0.009147167772360416,0.027653183719277795,-0.0031317508670632072,-0.04143152752340528,-0.009367186015086692,0.029811939337911274
2021-09-30,-0.023735551723694237,-0.06452350183055588,-0.01498773282685209,-0.0639391196337734,-0.007923744219238483,0.09863621917417113
2021-10-29,0.03640232088736913,0.012940045296522887,-0.01293449081834245,0.02700042786598983,0.0014071177247749953,-0.049123442627094324
2021-11-30,0.06258589802783854,-0.014956129524023563,-0.003006603141472509,-0.0862087840887922,-0.010783005019919042,0.10588617226848929
2021-12-31,-0.10331913867670076,-0.014090597195898766,0.006318741865894078,-0.0564250374770204,-0.006798214080739146,0.08903047095685966
2022-01-28,0.02158606518342656,-0.019863976568820187,0.007518773130267265,-0.026616149194038763,-0.0030226199169131806,0.04129671612003281
2022-02-28,-0.08646671022171355,-0.03067335711946052,0.0013312664446997796,-0.12999965527943486,-0.014368797518650627,0.16622619637307487
2022-03-31,-0.09826972153206119,-0.014576251483092549,0.00238725505990145,0.0029647115688089263,0.019207161622007154,0.014546974476283793
2022-04-29,0.06929333180495867,-0.016863482435070423,-0.010058733966484204,-0.004703110378621756,-0.0025272471883691972,0.006870295822295703
2022-05-31,0.0865141473310019,-0.037723886664431674,0.006401130004299841,0.007603629176404911,-0.01037191455977568,0.003035679372813351
2022-06-30,-0.03543373539902618,0.017478987924078704,-0.015029954814357883,0.012664031629471464,0.02099773853126879,-0.026160364491361852
2022-07-29,-0.019196871796610306,0.007068658417221587,-0.0031826755741736308,-0.018946789166521826,0.01057446540142491,0.004623027586775068
2022-08-31,-0.08773463222075528,-0.14814300492598814,0.00929850973133982,-0.16054042538708835,-0.025708958831158223,0.2912250238020084
2022-09-30,-0.008374102336309796,-0.040107182687056486,-0.0058583737832212735,-0.06947998116787239,-0.015820804856296097,0.0898274787795516
2022-10-31,0.09747355918563798,0.12117248236503604,-0.0010481030432817453,0.09815782284942097,0.0030036424866597506,-0.16181292597350497
2022-11-30,-0.02071850169554965,-0.007697151907951108,0.005947860415223566,0.03814319145893678,0.00946108643378049,-0.04527941988458798
2022-12-30,0.07631521064916037,-0.04016802661809976,0.006785460770048607,-0.04322549000426463,0.004958498211121902,0.07111533974180585
2023-01-31,0.02312412099031791,0.037744348776191095,0.01543290069374555,0.04145568789756318,-0.018208406112087027,-0.0523772697506031
2023-02-28,0.03259886590967376,-0.033074556496099,0.0021096681463797155,-0.08489184669215255,-0.024357678195244776,0.09945344397620849
2023-03-31,-0.008395018322570119,0.01360907724482201,0.008794121113035689,-0.033751610140348214,-0.002805465570544093,0.014306836598265045
2023-04-28,-0.03128369673979704,0.04634743811029692,0.02421708291302513,0.026441357147763314,0.0023972044774395016,-0.07286289160697441
2023-05-31,0.024945251054515203,-0.15373700610237273,-0.008255124152608179,-0.07181486335184943,-0.015240277197439136,0.22228607696399644
2023-06-30,0.03460320523867862,-0.133382432062941,-0.051021417015311044,-0.07866939883663422,-0.028367079435252327,0.2819902522541032
2023-07-31,-0.06106834879857547,0.11531703771454914,-0.0031481248384475796,0.04966603333189292,0.03100547179978917,-0.15848546016290185
2023-08-31,-0.017269163929323882,-0.024491998292658364,0.01022534906745025,-0.03356614827938754,-0.005238529622928317,0.05337396973407731
2023-09-28,-0.029253846892278633,-0.00683551389630272,0.0014206484379283748,0.0021973735879711877,0.0031702188078145364,0.0032198232453713622
2023-10-31,0.007673612406175384,-0.05062463777220895,0.00028654047854562013,-0.0845683117993474,-0.030701054294023984,0.12785254919646818
2023-11-30,-0.026849738294542645,-0.028198698591767758,0.005507560937311135,-0.0199639365542333,0.002846774484072212,0.031838829129756156
2023-12-29,-0.13470625882611723,-0.024394992816599105,0.00988940037777436,-0.08795254531472224,-0.003017820463572797,0.13533459532216283
2024-01-31,0.13463739116414125,-0.019559718591711024,0.017565165020738863,0.022374255738639586,0.007269010527645729,-0.037272703950755624
2024-02-29,0.015710638569497924,0.08827083844083769,0.007469771388512289,0.18640063187140168,0.04515300028105503,-0.275120405921263
2024-03-29,0.004238637573647811,3.686052389628115e-05,0.015480421652989218,0.01815907227730484,0.016920596809909268,-0.026284579367837017
2024-04-30,-0.022695562642545988,0.05575768254685377,-0.004277854297989213,0.04455425258292961,-0.0002683733629837867,-0.08209205776099426
2024-05-31,-0.06276436283842357,-0.07344446125946544,0.009175401202981947,-0.03916729091980464,0.013818428124481223,0.07939010262882354
2024-06-28,0.004450237461944077,0.04056952719776122,-0.00736816363316348,0.021734959923869215,0.004013903266043748,-0.04918339773642274
2024-07-31,-0.05022361518006904,0.023248082202997407,-0.0027052255199788594,0.039278277870027724,0.01399762409562244,-0.05056354714376539
2024-08-30,0.2729770588487117,-0.019820246875287183,-0.03307181757969649,-0.08105944006121729,0.0014064997907032436,0.09161590820605162
2024-09-30,0.029795100357637414,-0.091624320921492,-0.04665655714789464,-0.06920879494452184,0.004505208059477451,0.1426613776978946
2024-10-31,0.02026371599387505,0.0020927478365807078,-0.022369133061855787,-0.010684819897096898,-0.01431362470741588,0.010063381230409061
2024-11-29,-0.0312982436184312,0.021035423719816062,0.03493855199452975,0.06674254486118582,0.019884636847248865,-0.08712982461882479
2024-12-31,-0.02645738629545005,-0.01803335001224644,0.015536617329108302,-0.004509848822558203,-0.004015895661194674,0.018413188437580545
2025-01-27,0.049926567494358726,-0.0911699706079559,-0.021039094477664305,-0.1546030539323651,-0.050798094873102925,0.2317628742784432
2025-02-28,-0.0036584546569387987,0.012493326079504121,0.007806762039656817,0.024755973018705767,0.011669785670144647,-0.03759861235385945
2025-03-31,-0.04572030512226074,0.021467595485754432,-0.0008192831117228327,0.021833210976050853,0.011075223008833053,-0.03890994739288117
2025-04-30,0.02568981475097747,-0.023800358716810962,-0.007044776584104417,-0.016836394109376648,0.003232429716300976,0.034127324305073974
2025-05-30,0.04398230941202115,0.009679509981930167,0.010707604387690368,0.0036649612184323074,0.0019843942213098923,-0.03342311463163889
2025-06-30,0.060533133878986047,-0.05643563159595838,0.006591928881060477,-0.03544217783849142,-0.011682055943399352,0.09547294287022724
2025-07-31,0.10751891205976441,0.12255957594566404,0.0071015080384705,0.09347664028113614,0.023180337910919592,-0.24438216075173672
2025-08-29,0.03608704397403627,-0.0410499733834854,-0.006681593970416843,-0.02790443450939722,-0.008413976341924798,0.05917937671255473
2025-09-30,-0.00479692649858668,0.046758301396929096,0.005184666460807653,0.02920298098755613,-0.0077624447065920855,-0.060123278801912185
2025-10-31,-0.02686721673291462,0.011117658462498516,0.0005948519528724271,0.03470535338777328,0.0039592345974338175,-0.039181305562864734
2025-11-28,0.024199255086688475,0.028932117094325385,0.020653783874857966,0.12187749081907867,0.01438726534664881,-0.1467050659990985
