date,portfolio_return,benchmark_return,excess_return
2024-04-30,-0.014665139688575047,-0.01257120650558651,-0.0020939331829885367
2024-05-31,-0.06818055861092889,-0.05467023213544016,-0.013510326475488735
2024-06-28,-0.01370231217623482,0.01327965298794778,-0.0269819651641826
2024-07-31,-0.039096047106418855,-0.045951250274749,0.006855203168330146
2024-08-30,0.2378641782493082,0.25007134296766,-0.012207164718351787
2024-09-30,-0.011630536397663838,0.010560549369593197,-0.022191085767257035
2024-10-31,-0.005245098166011404,0.02250252229338988,-0.02774762045940128
2024-11-29,0.005587609986761818,-0.0212584860926989,0.02684609607946072
2024-12-31,-0.005530450589426942,-0.03577860023770011,0.030248149648273166
2025-01-27,0.03504095846774917,0.03354669078471117,0.0014942676830380017
2025-02-28,0.012791009516967752,-0.002809638842721171,0.015600648359688923
2025-03-31,-0.0476867779032209,-0.038391440978680365,-0.009295336924540536
2025-04-30,0.017244591743971242,0.022708371715599206,-0.005463779971627964
2025-05-30,0.06130876054254418,0.037139163261427625,0.024169597281116555
2025-06-30,0.060175993062735425,0.052004187487506376,0.00817180557522905
2025-07-31,0.11018317940939584,0.09135092803092867,0.01883225137846717
2025-08-29,0.04116597468212319,0.019805938364602864,0.02136003631752033
2025-09-30,-0.001135893411138281,0.008077238935836934,-0.009213132346975215
2025-10-31,-0.01392734507144493,-0.026197399428369697,0.012270054356924767
2025-11-28,0.02530384449159299,0.024102273513757082,0.0012015709778359085
