industry,active_weight
C39计算机、通信和其他电子设备制造业,-0.04347236815291051
D44电力、热力生产和供应业,0.0341062097658902
K70房地产业,0.02637483716337452
C26化学原料和化学制品制造业,0.02172344242253443
C36汽车制造业,0.01468629005813994
I65软件和信息技术服务业,-0.013856115207205724
C27医药制造业,-0.01191393238633761
J66货币金融服务,0.010715250161011384
C37铁路、船舶、航空航天和其他运输设备制造业,-0.010551290650435419
C13农副食品加工业,0.00900307747530163
