date,factor_name,ic,rank_ic,n_obs
2016-01-29,size_z,-0.10609071761102701,-0.0904671149563144,210
2016-01-29,roe_z,-0.046878221659532975,0.02772027417043694,198
2016-01-29,gross_profitability_z,-0.03819698011949971,-0.009406968317982196,198
2016-01-29,ocf_to_assets_z,0.05355335481196276,0.13540654108398664,198
2016-01-29,roe_neutral_z,0.0991583422894939,0.12355774966894785,198
2016-01-29,gross_profitability_neutral_z,0.11453559221302856,0.11586523060866222,198
2016-01-29,ocf_to_assets_neutral_z,0.16533206449563878,0.1698464500742687,198
2016-02-29,size_z,-0.20275793892238245,-0.2358123392686481,210
2016-02-29,roe_z,0.036160153394257974,0.01804807461313208,198
2016-02-29,gross_profitability_z,0.05168327068166344,0.1294411575526956,198
2016-02-29,ocf_to_assets_z,-0.11512921635456423,-0.16095151828915746,198
2016-02-29,roe_neutral_z,-0.10364558958324249,-0.19474118119040038,198
2016-02-29,gross_profitability_neutral_z,-0.059288796469234094,-0.10759115003173716,198
2016-02-29,ocf_to_assets_neutral_z,-0.16454315969292044,-0.21596536302316904,198
2016-03-31,size_z,-0.17704127515274112,-0.15172402711593333,214
2016-03-31,roe_z,0.002284061486420308,0.07540215489601472,199
2016-03-31,gross_profitability_z,0.02529623308675195,0.08205495989958561,199
2016-03-31,ocf_to_assets_z,0.12047849444303792,0.1652754999756929,201
2016-03-31,roe_neutral_z,-0.020800389214686972,0.014008631674061639,199
2016-03-31,gross_profitability_neutral_z,-0.006101880681173489,0.07795771656042372,199
2016-03-31,ocf_to_assets_neutral_z,0.044997693741995554,0.1383320466936033,201
2016-04-29,size_z,-0.061686597724121085,0.007269126798245351,214
2016-04-29,roe_z,-0.08009353980475208,0.12203266478440435,206
2016-04-29,gross_profitability_z,-0.04198257404187986,0.13518575185369,201
2016-04-29,ocf_to_assets_z,-0.0815186509933592,-0.07101861947085875,211
2016-04-29,roe_neutral_z,-0.004165962421965241,0.1504506427037176,206
2016-04-29,gross_profitability_neutral_z,0.022668512578400433,0.13629282621476646,201
2016-04-29,ocf_to_assets_neutral_z,2.5435427810797463e-07,0.007175456371408009,211
2016-05-31,size_z,-0.2374139568862383,-0.14801857125172452,215
2016-05-31,roe_z,0.42333043253857044,0.19871118737063187,207
2016-05-31,gross_profitability_z,0.38876139390829023,0.2178288579232595,200
2016-05-31,ocf_to_assets_z,0.4216129864657124,-0.07509349057781334,214
2016-05-31,roe_neutral_z,0.23006597670570747,-0.012053927525349601,207
2016-05-31,gross_profitability_neutral_z,0.4026217838569082,0.15012464517252047,200
2016-05-31,ocf_to_assets_neutral_z,-0.08091591681930202,-0.11914546445244653,214
2016-06-30,size_z,-0.027408060472273676,0.1442787077547266,215
2016-06-30,roe_z,0.20513952832703122,0.02634474602196399,207
2016-06-30,gross_profitability_z,0.27174235731447033,-0.0054045985880486706,200
2016-06-30,ocf_to_assets_z,0.04314092938785557,0.052882915515582676,214
2016-06-30,roe_neutral_z,-0.031862730061457664,0.156282483386214,207
2016-06-30,gross_profitability_neutral_z,-0.06638842157175233,0.036216173509866355,200
2016-06-30,ocf_to_assets_neutral_z,0.04598334447626092,0.1731925891711767,214
2016-07-29,size_z,0.08896422716933626,0.09182942865899577,215
2016-07-29,roe_z,-0.13070462496229976,-0.26688964549921457,208
2016-07-29,gross_profitability_z,-0.190728568046176,-0.2903814089687756,200
2016-07-29,ocf_to_assets_z,-0.18149025270895236,-0.1827225942238842,214
2016-07-29,rolling_beta_z,0.10704844154296292,0.2003311716362057,214
2016-07-29,downside_beta_z,0.1141081419760192,0.20477449758660754,214
2016-07-29,roe_neutral_z,-0.10814317388093975,-0.13912327618140274,208
2016-07-29,gross_profitability_neutral_z,-0.22575143444167456,-0.22270903276126627,200
2016-07-29,ocf_to_assets_neutral_z,0.018260620106605036,-0.00447700606717032,214
2016-07-29,rolling_beta_neutral_z,0.14330282747994927,0.17883559413809277,212
2016-07-29,downside_beta_neutral_z,0.15752112061751575,0.19007451754122662,212
2016-08-31,size_z,-0.14358949209899957,-0.08227095146837447,211
2016-08-31,roe_z,0.3205341948919786,0.10904120455168832,210
2016-08-31,gross_profitability_z,0.3071204202752162,0.0536878173718322,204
2016-08-31,ocf_to_assets_z,0.3646548721599619,0.18174501975327292,210
