factor_name,mean_rank_ic,std_rank_ic,icir,mean_long_short_return,std_long_short_return,t_stat_long_short,positive_week_ratio,worst_week,best_week,missing_weeks,available_weeks
liquidity_1m,-0.014048346755564666,0.1716037721222618,-0.08186502302266235,0.00018927779452609315,0.021648227883747047,0.19687079525011905,0.4970414201183432,2021-08-27,2020-12-31,0,507
momentum_3m,-0.011314160659167509,0.21338663188893658,-0.053021881263191316,0.0007056239830379544,0.027522147528792878,0.5721444457126398,0.5321285140562249,2024-09-20,2020-12-31,9,498
reversal_1m,0.01761024045822638,0.19546891889285078,0.09009227941696295,-0.0004830179455981924,0.025190674229890565,-0.43131914264787724,0.48221343873517786,2024-01-26,2018-06-22,1,506
turnover_1m,0.0488794460430502,0.21565449658817967,0.22665628037606778,0.001393292117031665,0.02700441309664847,1.1617466175625282,0.5424063116370809,2024-09-20,2024-01-26,0,507
volatility_1m,0.04042058726495063,0.22045371962577917,0.18335180433137938,5.9429808849728274e-05,0.02745498643502843,0.04874017448599335,0.5128205128205128,2018-03-23,2021-02-19,0,507
