strategy_name,signal_name,eta,clip_scheme,clip_lower,cost_bps,annual_return,annual_volatility,sharpe,max_drawdown,calmar,monthly_win_rate,average_turnover,start_date,end_date,notes
ICIR + weekly ewma_hl4 eta=1.5 clip_0.8,ewma_hl4,1.5,clip_0.8,0.8,0,0.06536437186021393,0.17277199608991894,0.4502219582867059,-0.30065162419970903,0.21740900962768586,0.5205479452054794,0.4669762402290845,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl4 eta=1.5 no_clip,ewma_hl4,1.5,no_clip,0.0,0,0.07712554404240857,0.17750018188361377,0.5048089233943829,-0.2830202518599938,0.2725089230736799,0.5342465753424658,0.4880272424734927,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl4 eta=2.0 clip_0.5,ewma_hl4,2.0,clip_0.5,0.5,0,0.07121176554144681,0.17536351765720748,0.4774738925695691,-0.2870153915704766,0.24811131260868555,0.547945205479452,0.47293553130562654,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl4 eta=2.0 clip_0.7,ewma_hl4,2.0,clip_0.7,0.7,0,0.06760801996535415,0.17142900798443725,0.46482038958771804,-0.2889922526406845,0.23394405679592342,0.5342465753424658,0.4669955885767356,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl4 eta=2.0 clip_0.8,ewma_hl4,2.0,clip_0.8,0.8,0,0.06512048666295467,0.17288337700865603,0.4487076288696175,-0.30128644008452066,0.2161414454785494,0.5205479452054794,0.46651187988545784,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl4 eta=2.0 no_clip,ewma_hl4,2.0,no_clip,0.0,0,0.07965238915398487,0.17781614510512372,0.5174721202710628,-0.2713358401971535,0.29355646160164167,0.547945205479452,0.4857286587725408,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl8 eta=0.5 clip_0.5,ewma_hl8,0.5,clip_0.5,0.5,0,0.06463677906946308,0.1748147195726652,0.44312555678841364,-0.2978328404031757,0.21702368006820338,0.5342465753424658,0.4742783066326135,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl8 eta=0.5 clip_0.7,ewma_hl8,0.5,clip_0.7,0.7,0,0.0693399352173163,0.17399087675471234,0.46974659668697655,-0.2875579648561024,0.24113376672426676,0.5342465753424658,0.47245956195340916,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl8 eta=0.5 clip_0.8,ewma_hl8,0.5,clip_0.8,0.8,0,0.06383714593350054,0.1741737679442647,0.43970311244259863,-0.30340807399946645,0.21040028728310242,0.5205479452054794,0.46902716508010217,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl8 eta=0.5 no_clip,ewma_hl8,0.5,no_clip,0.0,0,0.06541172233909398,0.17489664391903148,0.4471926216954497,-0.2964594254403081,0.2206430854473358,0.5342465753424658,0.4756520393158424,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl8 eta=1.0 clip_0.5,ewma_hl8,1.0,clip_0.5,0.5,0,0.07196221164236305,0.1753822814489989,0.48133377463416244,-0.2804818158005392,0.25656640676320347,0.5342465753424658,0.47953331785465525,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl8 eta=1.0 clip_0.7,ewma_hl8,1.0,clip_0.7,0.7,0,0.06917595369907814,0.17348760526630205,0.4696873085574157,-0.2813573000447057,0.24586514616143446,0.5342465753424658,0.472699481464283,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl8 eta=1.0 clip_0.8,ewma_hl8,1.0,clip_0.8,0.8,0,0.06323168336004414,0.17390008918645286,0.4368123340668714,-0.30304402906662886,0.2086551038632795,0.5205479452054794,0.46834610324278303,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl8 eta=1.0 no_clip,ewma_hl8,1.0,no_clip,0.0,0,0.06902048897426227,0.17621244366647015,0.4642009093324598,-0.28683013981147165,0.2406319259880716,0.5342465753424658,0.4827219255475582,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl8 eta=1.5 clip_0.5,ewma_hl8,1.5,clip_0.5,0.5,0,0.06810704058593564,0.17587754421194432,0.45991121473510743,-0.2931666728417769,0.2323150852235283,0.5342465753424658,0.480469777880969,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl8 eta=1.5 clip_0.7,ewma_hl8,1.5,clip_0.7,0.7,0,0.06885511502765596,0.17338708786659793,0.46816586112337866,-0.2878112560265921,0.2392370471476423,0.5342465753424658,0.4715656682919278,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl8 eta=1.5 clip_0.8,ewma_hl8,1.5,clip_0.8,0.8,0,0.0626122806230125,0.17385526152470815,0.43352376564660405,-0.3101458581415969,0.20188011214525683,0.5205479452054794,0.46743673090318083,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl8 eta=1.5 no_clip,ewma_hl8,1.5,no_clip,0.0,0,0.07286083604510285,0.17750218489439082,0.48235962535301774,-0.28446931359998406,0.2561289832039969,0.547945205479452,0.4877563656063772,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl8 eta=2.0 clip_0.5,ewma_hl8,2.0,clip_0.5,0.5,0,0.06595554975360196,0.1765121479103357,0.44742063167279217,-0.3000340383471184,0.21982689069863467,0.5342465753424658,0.4825400510796378,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl8 eta=2.0 clip_0.7,ewma_hl8,2.0,clip_0.7,0.7,0,0.06720818344009394,0.17387782395944426,0.4584594177517461,-0.2935892464703779,0.22891909103651387,0.5342465753424658,0.47065242628279547,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl8 eta=2.0 clip_0.8,ewma_hl8,2.0,clip_0.8,0.8,0,0.06289897877914874,0.1738814138213427,0.43504572575983064,-0.30881614036735094,0.20367775694731347,0.5205479452054794,0.46766504140546394,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl8 eta=2.0 no_clip,ewma_hl8,2.0,no_clip,0.0,0,0.07502947951673944,0.17959735925458462,0.4900131158784694,-0.28857353058198265,0.26000125294036225,0.547945205479452,0.48868508629363044,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
Equal-factor,baseline,,baseline,,5,0.029882837961367592,0.1629200216191933,0.25941233112530804,-0.3502684294923466,0.08531410611192561,0.4931506849315068,0.4553517529602972,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR,baseline,,baseline,,5,0.061896619279501186,0.17320662780130713,0.43074232111309385,-0.2956680821043782,0.20934494802063258,0.5342465753424658,0.4646853958671929,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + monthly EOT drift,monthly_eot,1.0,no_clip,0.0,5,0.06446488600557454,0.1693509898170791,0.45104072802382505,-0.2891923045549589,0.22291355955954717,0.5342465753424658,0.45238371643061687,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 12w_mean eta=0.5 clip_0.5,12w_mean,0.5,clip_0.5,0.5,5,0.05999815284515608,0.17500868080087545,0.41778701661989764,-0.3117978103246103,0.19242647272824806,0.5342465753424658,0.4740422567912699,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 12w_mean eta=0.5 clip_0.7,12w_mean,0.5,clip_0.7,0.7,5,0.06003855371339584,0.1740833657761724,0.4192566515124549,-0.3101403898163184,0.19358508496411528,0.5342465753424658,0.46949152542372874,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 12w_mean eta=0.5 clip_0.8,12w_mean,0.5,clip_0.8,0.8,5,0.05788592667687453,0.17391514743958383,0.4077650778060808,-0.3165790590090869,0.1828482492116227,0.5205479452054794,0.4674328612336507,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 12w_mean eta=0.5 no_clip,12w_mean,0.5,no_clip,0.0,5,0.05810307125159064,0.1757171337869286,0.4065993599079176,-0.31583579955749763,0.18396607139848006,0.5342465753424658,0.4763331011531615,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 12w_mean eta=1.0 clip_0.5,12w_mean,1.0,clip_0.5,0.5,5,0.06430737925427987,0.17544963284147105,0.44031480191246475,-0.30261761948133004,0.2125037509861428,0.547945205479452,0.47589582849624634,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 12w_mean eta=1.0 clip_0.7,12w_mean,1.0,clip_0.7,0.7,5,0.06267618701102862,0.17329777191962056,0.43476212372781997,-0.30317391472980615,0.20673344231111282,0.5342465753424658,0.467908830585868,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 12w_mean eta=1.0 clip_0.8,12w_mean,1.0,clip_0.8,0.8,5,0.06067850999484947,0.17340094123384095,0.4237099785911042,-0.308090456908507,0.19695030674990704,0.5205479452054794,0.46835384258184354,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 12w_mean eta=1.0 no_clip,12w_mean,1.0,no_clip,0.0,5,0.06413375001939192,0.17756091730608897,0.4360319559994628,-0.3147078941938125,0.2037881832728836,0.5342465753424658,0.4820486030492996,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 12w_mean eta=1.5 clip_0.5,12w_mean,1.5,clip_0.5,0.5,5,0.06581037945834445,0.17552356334650318,0.44828584113867387,-0.29708725073952746,0.22151869289081,0.547945205479452,0.47705672935531296,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 12w_mean eta=1.5 clip_0.7,12w_mean,1.5,clip_0.7,0.7,5,0.06333237009862902,0.17281683227084382,0.4391183572790493,-0.3000239178161722,0.2110910708706678,0.5342465753424658,0.4672238990790186,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 12w_mean eta=1.5 clip_0.8,12w_mean,1.5,clip_0.8,0.8,5,0.061305740703102574,0.17340366265393414,0.4271188557840133,-0.306518212900852,0.20000684501880758,0.5205479452054794,0.4688104635864097,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 12w_mean eta=1.5 no_clip,12w_mean,1.5,no_clip,0.0,5,0.07269686717611301,0.17839110989031876,0.4800081600343541,-0.28273763981722966,0.25711775490205874,0.547945205479452,0.48870056497175135,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 12w_mean eta=2.0 clip_0.5,12w_mean,2.0,clip_0.5,0.5,5,0.07045564053998654,0.17542063388613888,0.47337257632976876,-0.2848950714639261,0.2473038237479926,0.547945205479452,0.47500193483476516,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 12w_mean eta=2.0 clip_0.7,12w_mean,2.0,clip_0.7,0.7,5,0.06408145391557651,0.17229893693805576,0.444074681803328,-0.29532285410082026,0.21698779158384995,0.5342465753424658,0.4676805200835848,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 12w_mean eta=2.0 clip_0.8,12w_mean,2.0,clip_0.8,0.8,5,0.062194626480091886,0.17334339608068985,0.43205020698192814,-0.30477482081934815,0.20406746959243413,0.5205479452054794,0.4681216624100301,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 12w_mean eta=2.0 no_clip,12w_mean,2.0,no_clip,0.0,5,0.0821683002768343,0.17795197507083618,0.53045372028657,-0.25066906622519436,0.32779593235894733,0.547945205479452,0.4893777571395403,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 4w_mean eta=0.5 clip_0.5,4w_mean,0.5,clip_0.5,0.5,5,0.062091366606697784,0.17653105639450806,0.42690074854721194,-0.31937541140832704,0.19441498746850266,0.5342465753424658,0.4736282021515362,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 4w_mean eta=0.5 clip_0.7,4w_mean,0.5,clip_0.7,0.7,5,0.06381651626613438,0.1729950367379785,0.44152725247291214,-0.2999351405840792,0.21276772085411924,0.5342465753424658,0.466062998219952,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 4w_mean eta=0.5 clip_0.8,4w_mean,0.5,clip_0.8,0.8,5,0.059971976458042864,0.17368073889198793,0.4194428289540386,-0.31173884373763094,0.19237890196486754,0.5205479452054794,0.46514201687175905,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 4w_mean eta=0.5 no_clip,4w_mean,0.5,no_clip,0.0,5,0.061931940037052824,0.17670025637486744,0.4257942032126034,-0.31987429249424926,0.19361337090934322,0.5342465753424658,0.4747426669762402,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 4w_mean eta=1.0 clip_0.5,4w_mean,1.0,clip_0.5,0.5,5,0.06642105351237348,0.17767638611739364,0.4482046523725226,-0.3151548278444313,0.2107568967503194,0.5342465753424658,0.4722428604597168,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 4w_mean eta=1.0 clip_0.7,4w_mean,1.0,clip_0.7,0.7,5,0.06372724797985718,0.1726629725507692,0.4415757607540784,-0.30124453885019387,0.21154656686257192,0.5342465753424658,0.4674406005727112,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 4w_mean eta=1.0 clip_0.8,4w_mean,1.0,clip_0.8,0.8,5,0.06091161621346419,0.17339861652005845,0.42495409948245644,-0.31010407242261484,0.1964231418749408,0.5205479452054794,0.4660552588808916,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 4w_mean eta=1.0 no_clip,4w_mean,1.0,no_clip,0.0,5,0.07103051437645336,0.17964313114648794,0.4690888155595175,-0.30944256314168894,0.22954345276648186,0.5342465753424658,0.48574800712019195,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 4w_mean eta=1.5 clip_0.5,4w_mean,1.5,clip_0.5,0.5,5,0.06491845087426173,0.1770340013249081,0.44121325336352524,-0.3119116921216073,0.2081308668895666,0.5342465753424658,0.469948146428295,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 4w_mean eta=1.5 clip_0.7,4w_mean,1.5,clip_0.7,0.7,5,0.06375581275784103,0.17269356518660556,0.4416706841389212,-0.3020847437414582,0.21105273959947804,0.5342465753424658,0.4669839795681449,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 4w_mean eta=1.5 clip_0.8,4w_mean,1.5,clip_0.8,0.8,5,0.060250597491395164,0.17351168484019652,0.42117770936969284,-0.31179691278105537,0.193236671120292,0.5205479452054794,0.46582694837860855,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 4w_mean eta=1.5 no_clip,4w_mean,1.5,no_clip,0.0,5,0.06605247906424627,0.18087619110895914,0.44133488618745953,-0.3188259228650856,0.20717411705633812,0.5205479452054794,0.4852875164460954,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 4w_mean eta=2.0 clip_0.5,4w_mean,2.0,clip_0.5,0.5,5,0.0624798019171493,0.1776863620159439,0.4273407532543815,-0.3192208780788547,0.1957259258641454,0.5342465753424658,0.4710819596006502,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 4w_mean eta=2.0 clip_0.7,4w_mean,2.0,clip_0.7,0.7,5,0.06293331114282985,0.17327006154008742,0.4363182726133628,-0.3048365760717697,0.2064493439527842,0.5342465753424658,0.4681255320795604,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 4w_mean eta=2.0 clip_0.8,4w_mean,2.0,clip_0.8,0.8,5,0.06077470604456958,0.17354664420825702,0.4239891740257242,-0.31179691278105504,0.194917600378057,0.5205479452054794,0.46582694837860844,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 4w_mean eta=2.0 no_clip,4w_mean,2.0,no_clip,0.0,5,0.06807629345497368,0.18036700450037255,0.45274964654861,-0.30244865799804754,0.22508380068729927,0.5205479452054794,0.48757449113845674,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 8w_mean eta=0.5 clip_0.5,8w_mean,0.5,clip_0.5,0.5,5,0.059411045095060455,0.17746572885087275,0.41120562553956375,-0.32821642404181206,0.18101179814052198,0.5342465753424658,0.47566364832443303,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 8w_mean eta=0.5 clip_0.7,8w_mean,0.5,clip_0.7,0.7,5,0.06338269829446053,0.17382982875422803,0.43782381976614226,-0.3039476398102623,0.20853163503433303,0.5342465753424658,0.47041637644145184,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 8w_mean eta=0.5 clip_0.8,8w_mean,0.5,clip_0.8,0.8,5,0.05874330221860102,0.17396708919287468,0.41238136805733844,-0.3145242877661404,0.18676873139373798,0.5205479452054794,0.4658308180481387,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 8w_mean eta=0.5 no_clip,8w_mean,0.5,no_clip,0.0,5,0.05927828068539842,0.17791155800905784,0.4099192760825467,-0.3281698170631674,0.18063294551548692,0.5342465753424658,0.47771070350592054,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 8w_mean eta=1.0 clip_0.5,8w_mean,1.0,clip_0.5,0.5,5,0.06311743981303364,0.17615700485474545,0.4328709371891625,-0.3142086658813822,0.20087746350338181,0.5342465753424658,0.4768245491834997,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 8w_mean eta=1.0 clip_0.7,8w_mean,1.0,clip_0.7,0.7,5,0.06287612718346769,0.1726513717640867,0.43694943044264434,-0.30405855335552334,0.20678953606001402,0.5342465753424658,0.4665350979026391,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 8w_mean eta=1.0 clip_0.8,8w_mean,1.0,clip_0.8,0.8,5,0.061218725838289245,0.17338443032435047,0.42668197542477454,-0.31068089380121167,0.1970469605944287,0.5205479452054794,0.46674406005727104,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 8w_mean eta=1.0 no_clip,8w_mean,1.0,no_clip,0.0,5,0.06365776044311566,0.17860221224374603,0.43208506641549177,-0.32241107353668874,0.19744284755737998,0.5342465753424658,0.4861891494466371,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 8w_mean eta=1.5 clip_0.5,8w_mean,1.5,clip_0.5,0.5,5,0.06556987196136865,0.17636064392373724,0.445708379339362,-0.30490142921489083,0.2150526881104116,0.5342465753424658,0.4745375744911385,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 8w_mean eta=1.5 clip_0.7,8w_mean,1.5,clip_0.7,0.7,5,0.061433969668259314,0.17289072229567679,0.42868513991939006,-0.3062493203073229,0.2006011624992669,0.5342465753424658,0.46721229007042797,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 8w_mean eta=1.5 clip_0.8,8w_mean,1.5,clip_0.8,0.8,5,0.0620277728703551,0.1729129719379019,0.4318038121033234,-0.30603508947930047,0.20268189826170416,0.5205479452054794,0.46651187988545784,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 8w_mean eta=1.5 no_clip,8w_mean,1.5,no_clip,0.0,5,0.06905941955061112,0.1788826917295869,0.4600246897182248,-0.2995477328768067,0.23054562585861,0.5342465753424658,0.48894822382168557,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 8w_mean eta=2.0 clip_0.5,8w_mean,2.0,clip_0.5,0.5,5,0.06586784803613321,0.17634059952970288,0.44735840634464846,-0.3043716739783767,0.21640597226144184,0.5342465753424658,0.47247504063153006,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 8w_mean eta=2.0 clip_0.7,8w_mean,2.0,clip_0.7,0.7,5,0.06041819458081332,0.1728310391184065,0.42319557499367455,-0.3078409990462394,0.19626428827869732,0.5342465753424658,0.4674406005727112,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 8w_mean eta=2.0 clip_0.8,8w_mean,2.0,clip_0.8,0.8,5,0.062076348439878304,0.17281719452838568,0.4322004498590365,-0.3051752729801036,0.20341211735042986,0.5205479452054794,0.466968500890024,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 8w_mean eta=2.0 no_clip,8w_mean,2.0,no_clip,0.0,5,0.073765909138235,0.17873375591297183,0.4850783361904946,-0.2852240510570577,0.2586244352986855,0.547945205479452,0.4857286587725408,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
"ICIR + weekly EOT drift, previous",previous_weekly_4w,1.0,no_clip,0.0,5,0.07103051437645336,0.17964313114648794,0.4690888155595175,-0.30944256314168894,0.22954345276648186,0.5342465753424658,0.48574800712019195,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl12 eta=0.5 clip_0.5,ewma_hl12,0.5,clip_0.5,0.5,5,0.06412488443699571,0.17322601529315307,0.4427111155916586,-0.2875332873816786,0.22301725487482357,0.5342465753424658,0.47406160513892115,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl12 eta=0.5 clip_0.7,ewma_hl12,0.5,clip_0.7,0.7,5,0.06593720022234018,0.1728495407159504,0.4531729494991509,-0.2876801629469221,0.22920315237205213,0.5342465753424658,0.4722428604597167,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl12 eta=0.5 clip_0.8,ewma_hl12,0.5,clip_0.8,0.8,5,0.06015335935124155,0.1735001937646822,0.42066472812297423,-0.30506857910031515,0.19717979324072385,0.5205479452054794,0.4699520160978253,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl12 eta=0.5 no_clip,ewma_hl12,0.5,no_clip,0.0,5,0.06405931106976293,0.1732368354406202,0.4423364102717403,-0.2875332873816786,0.22278920000218638,0.5342465753424658,0.47406160513892115,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl12 eta=1.0 clip_0.5,ewma_hl12,1.0,clip_0.5,0.5,5,0.06370533591693639,0.1751210755423436,0.4375516453916245,-0.29602180972843173,0.2152048728280501,0.5342465753424658,0.4783840260041792,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
