strategy_name,signal_name,eta,clip_scheme,clip_lower,cost_bps,annual_return,annual_volatility,sharpe,max_drawdown,calmar,monthly_win_rate,average_turnover,start_date,end_date,notes
ICIR + weekly ewma_hl12 eta=1.0 clip_0.7,ewma_hl12,1.0,clip_0.7,0.7,5,0.06609326029385909,0.17325984305485703,0.4533870574259272,-0.2912535487904928,0.22692688404425898,0.5342465753424658,0.4731444934602585,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl12 eta=1.0 clip_0.8,ewma_hl12,1.0,clip_0.8,0.8,5,0.06064824607665087,0.17372053959405262,0.42303923366488516,-0.3102638923879746,0.19547310391120948,0.5205479452054794,0.4683422335732528,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl12 eta=1.0 no_clip,ewma_hl12,1.0,no_clip,0.0,5,0.0618101139255407,0.17629607098984285,0.4256982688743616,-0.3007908219930179,0.20549202105300762,0.5342465753424658,0.481812553207956,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl12 eta=1.5 clip_0.5,ewma_hl12,1.5,clip_0.5,0.5,5,0.0628085423986613,0.17553670136864205,0.43207262876937996,-0.30045814607465693,0.20904256788915557,0.5342465753424658,0.4804465598637876,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl12 eta=1.5 clip_0.7,ewma_hl12,1.5,clip_0.7,0.7,5,0.06686213013254805,0.17350425751292758,0.4571533978561866,-0.289667541543394,0.23082368765342554,0.5342465753424658,0.471550189613807,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl12 eta=1.5 clip_0.8,ewma_hl12,1.5,clip_0.8,0.8,5,0.06153462535511878,0.17393045506977176,0.4275526658865631,-0.30780445407927726,0.19991466835392216,0.5205479452054794,0.4685705440755359,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl12 eta=1.5 no_clip,ewma_hl12,1.5,no_clip,0.0,5,0.06451955293008971,0.17582950460673813,0.4408291940075103,-0.2927377732149201,0.22040050459330784,0.5342465753424658,0.48271418620849776,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl12 eta=2.0 clip_0.5,ewma_hl12,2.0,clip_0.5,0.5,5,0.06324892798864967,0.17602746040034042,0.43369463707212963,-0.3052774765325018,0.2071850459033645,0.5205479452054794,0.48365451590434183,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl12 eta=2.0 clip_0.7,ewma_hl12,2.0,clip_0.7,0.7,5,0.06653552887269609,0.17368955775483985,0.45507404503539417,-0.2898758525936913,0.22953111919245162,0.5342465753424658,0.47155405928333716,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl12 eta=2.0 clip_0.8,ewma_hl12,2.0,clip_0.8,0.8,5,0.062139346089799874,0.17391057200848328,0.43087580321117314,-0.3069589962148698,0.2024353312854289,0.5205479452054794,0.4681139230709697,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl12 eta=2.0 no_clip,ewma_hl12,2.0,no_clip,0.0,5,0.06856696732991563,0.17843344965899063,0.458259325185918,-0.2964569298996256,0.23128812456207734,0.5342465753424658,0.49093723396021977,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl4 eta=0.5 clip_0.5,ewma_hl4,0.5,clip_0.5,0.5,5,0.059839242080225175,0.17543112155024185,0.4162660738092808,-0.3187993179705856,0.187701913734164,0.5342465753424658,0.4747349276371798,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl4 eta=0.5 clip_0.7,ewma_hl4,0.5,clip_0.7,0.7,5,0.0640342139411596,0.1734389510064657,0.4419387605937066,-0.30001433374566444,0.21343718195626035,0.5342465753424658,0.4713257487810541,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl4 eta=0.5 clip_0.8,ewma_hl4,0.5,clip_0.8,0.8,5,0.060776932752937274,0.1731669445965109,0.4245921016668653,-0.3056897835251863,0.19881898587536462,0.5205479452054794,0.4669762402290844,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl4 eta=0.5 no_clip,ewma_hl4,0.5,no_clip,0.0,5,0.05958289573554265,0.17570995673181913,0.41450302025812663,-0.31893123522254585,0.18682050911058154,0.5342465753424658,0.47679359182725795,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl4 eta=1.0 clip_0.5,ewma_hl4,1.0,clip_0.5,0.5,5,0.06514230674356614,0.1752822642599953,0.44505441277321034,-0.3006036570691736,0.216704970853285,0.547945205479452,0.47728117018806593,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl4 eta=1.0 clip_0.7,ewma_hl4,1.0,clip_0.7,0.7,5,0.06468276033583331,0.172334786884715,0.4472555409361304,-0.29643633059847907,0.21820119080965705,0.5342465753424658,0.46791270025539816,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl4 eta=1.0 clip_0.8,ewma_hl4,1.0,clip_0.8,0.8,5,0.06174117883155272,0.17286247324182594,0.4302977338810001,-0.3057627721919586,0.20192510157119936,0.5205479452054794,0.4667479297268013,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl4 eta=1.0 no_clip,ewma_hl4,1.0,no_clip,0.0,5,0.06839081071234165,0.17717203884442628,0.4592580960473195,-0.30365756186837767,0.22522347308441504,0.5205479452054794,0.48366612491293237,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl4 eta=1.5 clip_0.5,ewma_hl4,1.5,clip_0.5,0.5,5,0.0688656801493055,0.17549769995469303,0.46470649075917103,-0.29253466718818566,0.23541032183035132,0.547945205479452,0.4756868663416145,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl4 eta=1.5 clip_0.7,ewma_hl4,1.5,clip_0.7,0.7,5,0.06407454568298121,0.17159227997321594,0.4451491348125428,-0.2952521205222136,0.21701637762889664,0.5342465753424658,0.4667711477439827,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl4 eta=1.5 clip_0.8,ewma_hl4,1.5,clip_0.8,0.8,5,0.0623894410624406,0.17280524621350216,0.43392136881474525,-0.3045942731403366,0.20482801734652356,0.5205479452054794,0.4669762402290845,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl4 eta=1.5 no_clip,ewma_hl4,1.5,no_clip,0.0,5,0.0739842274629543,0.177539095012837,0.48820521619683915,-0.28700278181136474,0.25778226606730636,0.5342465753424658,0.4880272424734927,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl4 eta=2.0 clip_0.5,ewma_hl4,2.0,clip_0.5,0.5,5,0.068182580027492,0.17540297803483204,0.4611887957032365,-0.2910345102050941,0.23427661544138959,0.547945205479452,0.47293553130562654,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl4 eta=2.0 clip_0.7,ewma_hl4,2.0,clip_0.7,0.7,5,0.06462704582016521,0.17146358550525453,0.44838514556868214,-0.2930231265301959,0.22055271399715073,0.5342465753424658,0.4669955885767356,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl4 eta=2.0 clip_0.8,ewma_hl4,2.0,clip_0.8,0.8,5,0.06214913998089777,0.17291649890760427,0.4324342637145836,-0.305219591729596,0.2036210704192204,0.5205479452054794,0.46651187988545784,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl4 eta=2.0 no_clip,ewma_hl4,2.0,no_clip,0.0,5,0.07651831254528507,0.1778587420612404,0.500962306607684,-0.2753870979416192,0.27785728931101417,0.547945205479452,0.4857286587725408,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl8 eta=0.5 clip_0.5,ewma_hl8,0.5,clip_0.5,0.5,5,0.06161852194106565,0.17484172278438323,0.42678142789563556,-0.301717090999051,0.2042261568180752,0.5342465753424658,0.4742783066326135,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl8 eta=0.5 clip_0.7,ewma_hl8,0.5,clip_0.7,0.7,5,0.06632058386601858,0.17402019013009692,0.45337764991180524,-0.29155844731406044,0.22746925865804013,0.5342465753424658,0.47245956195340916,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl8 eta=0.5 clip_0.8,ewma_hl8,0.5,clip_0.8,0.8,5,0.06085344146427474,0.17420486106510083,0.4234703005956834,-0.3073289554250481,0.1980075108123542,0.5205479452054794,0.46902716508010217,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl8 eta=0.5 no_clip,ewma_hl8,0.5,no_clip,0.0,5,0.062382873986154275,0.17492298436583678,0.43081003195318235,-0.30035054834960484,0.2077002167265607,0.5342465753424658,0.4756520393158424,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl8 eta=1.0 clip_0.5,ewma_hl8,1.0,clip_0.5,0.5,5,0.06889056111693681,0.1754130523346278,0.4648469115691519,-0.28452254282185185,0.2421268994494797,0.5342465753424658,0.47953331785465525,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl8 eta=1.0 clip_0.7,ewma_hl8,1.0,clip_0.7,0.7,5,0.06615531183285706,0.17351741752396693,0.45326129571950186,-0.285454730512405,0.2317541268771587,0.5342465753424658,0.472699481464283,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl8 eta=1.0 clip_0.8,ewma_hl8,1.0,clip_0.8,0.8,5,0.06025384753099283,0.17393091581742925,0.4205786354238498,-0.3069803838808588,0.19627914581792225,0.5205479452054794,0.46834610324278303,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl8 eta=1.0 no_clip,ewma_hl8,1.0,no_clip,0.0,5,0.06593589182204695,0.17624508087648033,0.44768140273760243,-0.29075321174475555,0.22677614264818616,0.5342465753424658,0.4827219255475582,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl8 eta=1.5 clip_0.5,ewma_hl8,1.5,clip_0.5,0.5,5,0.06503926488732459,0.1759093373618607,0.4434399987272623,-0.2971596962882551,0.2188697380557095,0.5342465753424658,0.480469777880969,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl8 eta=1.5 clip_0.7,ewma_hl8,1.5,clip_0.7,0.7,5,0.06584212397875278,0.1734190596317517,0.45176419163701265,-0.29188542940894047,0.22557523378978242,0.5342465753424658,0.4715656682919278,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl8 eta=1.5 clip_0.8,ewma_hl8,1.5,clip_0.8,0.8,5,0.05964144032785246,0.1738881191981245,0.41731296883812774,-0.3140444131208143,0.18991403074223173,0.5205479452054794,0.46743673090318083,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl8 eta=1.5 no_clip,ewma_hl8,1.5,no_clip,0.0,5,0.0697329868790455,0.1775389813559256,0.46577573319281734,-0.2883867204724073,0.24180373758131318,0.547945205479452,0.4877563656063772,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl8 eta=2.0 clip_0.5,ewma_hl8,2.0,clip_0.5,0.5,5,0.0628799745480173,0.17654530833878168,0.4309371748553764,-0.30404925518073134,0.20680851367532713,0.5342465753424658,0.4825400510796378,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl8 eta=2.0 clip_0.7,ewma_hl8,2.0,clip_0.7,0.7,5,0.0642047813732296,0.17391195729002393,0.44213182677521023,-0.2976394361358117,0.21571328788545754,0.5342465753424658,0.47065242628279547,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl8 eta=2.0 clip_0.8,ewma_hl8,2.0,clip_0.8,0.8,5,0.059926060787163005,0.1739136681117276,0.41883065554585264,-0.3127272082771112,0.1916240710787845,0.5205479452054794,0.46766504140546394,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl8 eta=2.0 no_clip,ewma_hl8,2.0,no_clip,0.0,5,0.07188902866434588,0.17963725635611633,0.4735818884111202,-0.29246045328516335,0.24580769077264109,0.547945205479452,0.48868508629363044,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
Equal-factor,baseline,,baseline,,10,0.027075833208572986,0.16292539766046338,0.24263468216196782,-0.3533116136323804,0.07663442741156339,0.4931506849315068,0.4553517529602972,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR,baseline,,baseline,,10,0.05894493467002904,0.1732397272236096,0.41456606788235506,-0.29956930516651614,0.19676560199405072,0.5342465753424658,0.4646853958671929,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + monthly EOT drift,monthly_eot,1.0,no_clip,0.0,10,0.06158916657597713,0.1693598311153493,0.434990345437291,-0.292681660776422,0.21043056272331587,0.5342465753424658,0.45238371643061687,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 12w_mean eta=0.5 clip_0.5,12w_mean,0.5,clip_0.5,0.5,10,0.05699294819789791,0.1750381783183193,0.401467278560448,-0.3155865985013462,0.1805936895563542,0.5342465753424658,0.4740422567912699,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 12w_mean eta=0.5 clip_0.7,12w_mean,0.5,clip_0.7,0.7,10,0.05706173635390055,0.1741140800827627,0.40300393761055886,-0.3140036340500767,0.18172317185603162,0.5342465753424658,0.46949152542372874,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 12w_mean eta=0.5 clip_0.8,12w_mean,0.5,clip_0.8,0.8,10,0.05492680089337698,0.1739504954224461,0.39155925537632597,-0.3204372504541896,0.171412034073827,0.5205479452054794,0.4674328612336507,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 12w_mean eta=0.5 no_clip,12w_mean,0.5,no_clip,0.0,10,0.05508796157470308,0.1757485197185301,0.39026488317254626,-0.31960395677620734,0.17236320266609434,0.5342465753424658,0.4763331011531615,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 12w_mean eta=1.0 clip_0.5,12w_mean,1.0,clip_0.5,0.5,10,0.0612784898162797,0.17548247029091713,0.42396083914189303,-0.3065285876598902,0.19991117397595376,0.547945205479452,0.47589582849624634,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 12w_mean eta=1.0 clip_0.7,12w_mean,1.0,clip_0.7,0.7,10,0.059702302588377165,0.1733301094203564,0.4184838665141901,-0.3070990636667331,0.19440730907980455,0.5342465753424658,0.467908830585868,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 12w_mean eta=1.0 clip_0.8,12w_mean,1.0,clip_0.8,0.8,10,0.05770674126507136,0.17343445978380656,0.40742529558693047,-0.31200024541526683,0.18495735856958928,0.5205479452054794,0.46835384258184354,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 12w_mean eta=1.0 no_clip,12w_mean,1.0,no_clip,0.0,10,0.0610657759456652,0.1775958473666842,0.41966038941132566,-0.318452169276794,0.19175807809488563,0.5342465753424658,0.4820486030492996,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 12w_mean eta=1.5 clip_0.5,12w_mean,1.5,clip_0.5,0.5,10,0.06277013909686047,0.1755568251157761,0.4318965543396524,-0.3010857794607671,0.2084792553447039,0.547945205479452,0.47705672935531296,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 12w_mean eta=1.5 clip_0.7,12w_mean,1.5,clip_0.7,0.7,10,0.06036104527870245,0.17284984557678099,0.42281611452180096,-0.30397199731441693,0.1985743614937902,0.5342465753424658,0.4672238990790186,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 12w_mean eta=1.5 clip_0.8,12w_mean,1.5,clip_0.8,0.8,10,0.058329551406881786,0.17343679171201454,0.4108188954411518,-0.3104473892953078,0.18788868393863925,0.5205479452054794,0.4688104635864097,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 12w_mean eta=1.5 no_clip,12w_mean,1.5,no_clip,0.0,10,0.06956289346330902,0.178430373713748,0.46346921386701057,-0.2867814241898369,0.24256415372727,0.547945205479452,0.48870056497175135,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 12w_mean eta=2.0 clip_0.5,12w_mean,2.0,clip_0.5,0.5,10,0.06741621231473216,0.17545486500554483,0.4570366617793124,-0.2889477800769894,0.2333162493817024,0.547945205479452,0.47500193483476516,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 12w_mean eta=2.0 clip_0.7,12w_mean,2.0,clip_0.7,0.7,10,0.06110524692624164,0.1723326475410379,0.4277048691993498,-0.29931968978678836,0.2041471009467108,0.5342465753424658,0.4676805200835848,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 12w_mean eta=2.0 clip_0.8,12w_mean,2.0,clip_0.8,0.8,10,0.059220542672863585,0.1733763930031027,0.415767792446012,-0.30871332705613597,0.19183021101675668,0.5205479452054794,0.4681216624100301,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 12w_mean eta=2.0 no_clip,12w_mean,2.0,no_clip,0.0,10,0.07900536704837191,0.17798745238526145,0.513850945334415,-0.25490824394103273,0.3099364925468947,0.547945205479452,0.4893777571395403,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 4w_mean eta=0.5 clip_0.5,4w_mean,0.5,clip_0.5,0.5,10,0.05908182439761789,0.1765684270806328,0.41071595926161364,-0.3231719044339011,0.18281856679686087,0.5342465753424658,0.4736282021515362,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 4w_mean eta=0.5 clip_0.7,4w_mean,0.5,clip_0.7,0.7,10,0.06085016135839805,0.17303438370258767,0.425266029204518,-0.30385106356827085,0.20026311787033094,0.5342465753424658,0.466062998219952,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 4w_mean eta=0.5 clip_0.8,4w_mean,0.5,clip_0.8,0.8,10,0.05702101311559793,0.17372148213155927,0.4032793612789778,-0.3155908950710248,0.18068015904820436,0.5205479452054794,0.46514201687175905,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 4w_mean eta=0.5 no_clip,4w_mean,0.5,no_clip,0.0,10,0.05891527591768386,0.17673993182515418,0.40958196668512753,-0.32360644850922093,0.18205841134839162,0.5342465753424658,0.4747426669762402,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 4w_mean eta=1.0 clip_0.5,4w_mean,1.0,clip_0.5,0.5,10,0.06340906447533778,0.17771249159053237,0.4321695398247731,-0.3189179853593467,0.19882561469178497,0.5342465753424658,0.4722428604597168,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 4w_mean eta=1.0 clip_0.7,4w_mean,1.0,clip_0.7,0.7,10,0.060752220706958404,0.1727030211769992,0.4252336719660751,-0.3051722946932227,0.1990751511962452,0.5342465753424658,0.4674406005727112,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 4w_mean eta=1.0 clip_0.8,4w_mean,1.0,clip_0.8,0.8,10,0.05795280868552677,0.1734374158388422,0.4087360333330317,-0.31397058970962355,0.18458037340097544,0.5205479452054794,0.4660552588808916,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 4w_mean eta=1.0 no_clip,4w_mean,1.0,no_clip,0.0,10,0.06791993970978005,0.17968120965765363,0.4527690776636678,-0.31326112844357334,0.21681572829427587,0.5342465753424658,0.48574800712019195,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 4w_mean eta=1.5 clip_0.5,4w_mean,1.5,clip_0.5,0.5,10,0.061924156215934945,0.17707419248693682,0.42518933868643727,-0.31572850919533435,0.1961310252715374,0.5342465753424658,0.469948146428295,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 4w_mean eta=1.5 clip_0.7,4w_mean,1.5,clip_0.7,0.7,10,0.06078359192213423,0.17273354916178646,0.42534748785907905,-0.30601436128243975,0.1986298671323901,0.5342465753424658,0.4669839795681449,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 4w_mean eta=1.5 clip_0.8,4w_mean,1.5,clip_0.8,0.8,10,0.057294951564496044,0.17355026219641098,0.40497946468128043,-0.31565439028183273,0.1815116574597303,0.5205479452054794,0.46582694837860855,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 4w_mean eta=1.5 no_clip,4w_mean,1.5,no_clip,0.0,10,0.06295690411632426,0.18091922188356693,0.42513585520457836,-0.32263289045428956,0.19513479864894295,0.5205479452054794,0.4852875164460954,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 4w_mean eta=2.0 clip_0.5,4w_mean,2.0,clip_0.5,0.5,10,0.059483963268131435,0.17772960911570862,0.4113334429364859,-0.3229830387265218,0.184170548096484,0.5342465753424658,0.4710819596006502,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 4w_mean eta=2.0 clip_0.7,4w_mean,2.0,clip_0.7,0.7,10,0.05995565298443539,0.17331129429266032,0.42000806151378095,-0.308758339340259,0.1941831048597617,0.5342465753424658,0.4681255320795604,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 4w_mean eta=2.0 clip_0.8,4w_mean,2.0,clip_0.8,0.8,10,0.057817768523648505,0.17358494823666765,0.4077942088965673,-0.3156543902818326,0.18316795300083044,0.5205479452054794,0.46582694837860844,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 4w_mean eta=2.0 no_clip,4w_mean,2.0,no_clip,0.0,10,0.0649587938898113,0.18042099494656452,0.4363996031230383,-0.3063643558731943,0.21203117348513628,0.5205479452054794,0.48757449113845674,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 8w_mean eta=0.5 clip_0.5,8w_mean,0.5,clip_0.5,0.5,10,0.05639655276094113,0.17749750950713142,0.3950530029898469,-0.33194190873422913,0.16989886265339066,0.5342465753424658,0.47566364832443303,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
