signal_name,mean,std,median,min,max,autocorrelation_1,autocorrelation_3,missing_ratio,notes
4w_mean,0.038796667320242104,1.0978791758365225,-0.13743555518618233,-2.2165112827130486,4.918421428717309,0.7976072062055344,0.23679844504954972,0.373109243697479,Autocorrelations are averages of factor-level monthly signal autocorrelations.
8w_mean,0.01687930344247995,1.0267018770508958,-0.1350926398489287,-2.1195551549491096,4.316041165686982,0.8539702407431884,0.2669008416567828,0.373109243697479,Autocorrelations are averages of factor-level monthly signal autocorrelations.
12w_mean,0.0021396635370277777,0.9578485767387368,-0.13077104209695714,-2.093417424555463,3.7805423934025986,0.8888524299523999,0.31899370508366776,0.373109243697479,Autocorrelations are averages of factor-level monthly signal autocorrelations.
ewma_hl4,0.011373672217465063,0.9079436900251464,-0.13573619052562674,-1.8958592415849729,3.625284662955454,0.8847726458342132,0.3611828877739573,0.373109243697479,Autocorrelations are averages of factor-level monthly signal autocorrelations.
ewma_hl8,-0.000945118131056407,0.73298978305368,-0.13569490898151645,-1.569451734543888,2.8546717488709317,0.9207266264765064,0.5038561147679831,0.373109243697479,Autocorrelations are averages of factor-level monthly signal autocorrelations.
ewma_hl12,-0.0070413393565741805,0.618726966307604,-0.118450606781984,-1.289983206711888,2.2976764268561536,0.9375707486985453,0.5902842814831517,0.373109243697479,Autocorrelations are averages of factor-level monthly signal autocorrelations.
