factor_name,mean_eot_drift,std_eot_drift,max_eot_drift,max_drift_month,mean_shift_corr,cov_shift_corr,available_months,notes
liquidity_1m,1.6350457273022774,0.9694465438595844,5.124187590035761,2025-09-30,0.9024456324939618,0.4673119726856105,77,
momentum_3m,1.5826221798468878,0.8998824126101379,4.773202928794656,2022-02-28,0.9095300025259012,0.45963238466434453,74,
reversal_1m,1.465688089166006,1.0014417520884389,5.91186161547128,2025-09-30,0.8810341004608905,0.6867467521478542,76,
turnover_1m,2.019223508646199,1.5466641279226578,6.672187853919038,2019-07-31,0.9128607389916541,0.5505634711998894,77,
volatility_1m,1.8457708824988188,1.2984254129464505,5.911812349811734,2025-11-28,0.9352524248770983,0.5771625605686829,77,
